timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1554774420919,7014,CreateNote,201,,Thread Group 1-8,text,true,,383,429,360,360,https://csye6225-spring2019-cuijingy.me/note,7014,0,859
1554774421270,6786,Register,201,,Thread Group 1-147,text,true,,358,341,361,361,https://csye6225-spring2019-cuijingy.me/user/register,6786,0,869
1554774421263,6795,Register,201,,Thread Group 1-141,text,true,,358,341,361,361,https://csye6225-spring2019-cuijingy.me/user/register,6795,0,920
1554774421274,6787,Register,201,,Thread Group 1-144,text,true,,358,341,361,361,https://csye6225-spring2019-cuijingy.me/user/register,6787,0,1322
1554774421265,6835,Register,201,,Thread Group 1-157,text,true,,358,341,368,368,https://csye6225-spring2019-cuijingy.me/user/register,6835,0,905
1554774421177,6928,Register,201,,Thread Group 1-138,text,true,,358,341,369,369,https://csye6225-spring2019-cuijingy.me/user/register,6928,0,955
1554774419619,8513,Register,201,,Thread Group 1-94,text,true,,358,341,370,370,https://csye6225-spring2019-cuijingy.me/user/register,8513,0,467
1554774419895,8519,Register,201,,Thread Group 1-101,text,true,,358,341,373,373,https://csye6225-spring2019-cuijingy.me/user/register,8518,0,388
1554774420908,7517,CreateNote,201,,Thread Group 1-16,text,true,,383,429,373,373,https://csye6225-spring2019-cuijingy.me/note,7517,0,1017
1554774420778,7679,CreateNote,201,,Thread Group 1-29,text,true,,383,429,373,373,https://csye6225-spring2019-cuijingy.me/note,6557,0,1120
1554774423474,5004,Register,201,,Thread Group 1-224,text,true,,358,341,374,374,https://csye6225-spring2019-cuijingy.me/user/register,5004,0,3512
1554774419282,9170,Register,201,,Thread Group 1-80,text,true,,358,341,373,373,https://csye6225-spring2019-cuijingy.me/user/register,9170,0,400
1554774419621,8823,Register,201,,Thread Group 1-91,text,true,,358,341,373,373,https://csye6225-spring2019-cuijingy.me/user/register,8823,0,411
